Run Id		
Device	W1715C100	
Curve	Illuminated IV1	
Size [cm2]	1	
Temperature [C]	24.47	
Material	None	
Date	6/27/2013	
Time	2:42 PM	
Temperature Corrected	no	
Irradiance [W/m2]	969.63769091813	
Irradiance Corrected	yes	
V [V] 	I [A]	
0.430245923995972	0.0271920396159042	
0.43772006034851	0.027179942108189	
0.445169448852538	0.0271701621035685	
0.452639007568358	0.0271667430321325	
0.460112285614014	0.0271667478750098	
0.467566967010498	0.0271599149475444	
0.475046253204346	0.0271516608218303	
0.48252682685852	0.0271428490201582	
0.48998737335205	0.027136318958794	
0.497467517852782	0.027123711458837	
0.504943513870238	0.0271159818539969	
0.512394618988036	0.0271116117159476	
0.519867753982544	0.0271123221288077	
0.527341604232788	0.027109506181871	
0.534793424606322	0.0271100284675708	
0.542250967025756	0.0271066619227281	
0.549724388122558	0.0270986272166123	
0.55717806816101	0.0270785881350388	
0.564633178710938	0.0270567206809869	
0.572116613388062	0.0270282222102036	
0.579593753814698	0.0270003153155199	
0.587053871154786	0.026975352890288	
0.594533443450928	0.0269548868904462	
0.602012300491332	0.0269339727381818	
0.609462404251098	0.026914243600761	
0.61693410873413	0.0268911240766399	
0.624409103393554	0.0268634697566382	
0.63186421394348	0.026827232740318	
0.639338779449462	0.0267878150711408	
0.646814060211182	0.0267440414200178	
0.654272031784058	0.0266990544418444	
0.661746454238892	0.0266496660331834	
0.669223022460938	0.0266035461942304	
0.676678562164308	0.0265504574547161	
0.684137105941772	0.0264944626162398	
0.69161410331726	0.0264301730463852	
0.6990740776062	0.0263562729726186	
0.706529760360718	0.0262706784675471	
0.714004468917846	0.0261758951614252	
0.721478462219238	0.0260675339172236	
0.728932571411132	0.0259487105677477	
0.736406421661376	0.0258166814366926	
0.743879842758176	0.0256699489573586	
0.751335954666136	0.0255080601344456	
0.758809518814086	0.0253292819629063	
0.766288661956786	0.0251343866954196	
0.773744773864746	0.0249261187533488	
0.781222486495972	0.024705407596623	
0.788698625564574	0.0244723225156416	
0.796156311035154	0.0242298675845018	
0.80362730026245	0.02396817935208	
0.811098432540892	0.023682351238524	
0.818549394607542	0.0233647754559867	
0.826000213623046	0.0230156900505178	
0.833472061157226	0.022628476671373	
0.840923452377318	0.0221977019826524	
0.84837484359741	0.0217226265142315	
0.855845403671264	0.0212036727140298	
0.863322401046752	0.0206306742648235	
0.870776796340942	0.0200094627360454	
0.878253364562988	0.0193371297935596	
0.885728788375854	0.018614573604857	
0.893183755874632	0.0178410194958202	
0.90065116882324	0.0170134710291974	
0.908120441436766	0.0161248183021896	
0.915568542480468	0.0151757190147988	
0.923034954071046	0.0141543768490306	
0.930501794815066	0.0130594920510999	
0.937951612472538	0.011887650392448	
0.945413875579838	0.0106289504239907	
0.952877998352054	0.00928429822946093	
0.960331249237062	0.00784958341667565	
0.96778507232666	0.00631774399938199	
0.975254917144774	0.00468234513812835	
0.982710742950438	0.00294379446116413	
0.99016356468201	0.00109531617184305	
0.99762811660767	-0.000868125274580491	
1.00508966445924	-0.00295026820692099	
1.0125732421875	-0.00502909951334685	
1.0199911594391	-0.00735301336696235	
