Run Id		
Device	W1715-2F100	
Curve	Illuminated IV1	
Size [cm2]	1	
Temperature [C]	24.4	
Material	None	
Date	6/27/2013	
Time	3:21 PM	
Temperature Corrected	no	
Irradiance [W/m2]	969.63769091813	
Irradiance Corrected	yes	
V [V] 	I [A]	
0.43675789833069	0.0127281206286727	
0.444420576095582	0.0127261298335373	
0.452082109451294	0.0127231233380019	
0.459745073318482	0.0127192298508465	
0.467409753799438	0.0127182212284983	
0.475095605850218	0.0127163423783363	
0.48276343345642	0.0127149548939645	
0.490434551239014	0.0127125349453867	
0.498106956481934	0.0127121439761699	
0.505777645111086	0.0127111688814343	
0.513445615768436	0.0127107898331465	
0.521113014221194	0.0127096478454055	
0.52877655029297	0.0127091520092667	
0.536439085006714	0.0127077691815079	
0.544102764129638	0.0127065104059159	
0.551767587661742	0.0127082031778275	
0.559430265426634	0.0127088849059521	
0.567097663879394	0.0127088158018171	
0.574766635894776	0.0127079336530745	
0.582436752319336	0.0127039282209457	
0.590102434158326	0.0126939647457779	
0.597771692276002	0.0126831882260025	
0.605457258224488	0.0126707403547347	
0.61312108039856	0.0126583044043957	
0.620784759521486	0.0126468936539469	
0.628450441360474	0.0126359096355019	
0.636116409301758	0.0126242319680033	
0.643780517578126	0.0126096932775555	
0.651448059082032	0.0125925845093309	
0.65911374092102	0.0125721902213275	
0.66678442955017	0.0125495214573323	
0.674453830718994	0.0125269098765433	
0.682124519348144	0.0125094051099599	
0.689792346954344	0.0124910301155627	
0.697482633590698	0.0124735253489793	
0.705146455764772	0.0124524133837999	
0.712811708450318	0.0124276988766373	
0.720477533340454	0.0123960678092421	
0.728146648406984	0.0123586623556197	
0.735810613632202	0.0123164050839127	
0.743476581573486	0.0122714441827715	
0.751139688491822	0.0122196453250231	
0.75880265235901	0.0121623868680777	
0.766468620300294	0.0120992845482411	
0.774136590957644	0.0120289439893545	
0.78180642127991	0.0119521158374133	
0.789475679397586	0.0118701428733053	
0.79714393615723	0.0117824167571249	
0.804809474945072	0.0116897387988153	
0.812472438812258	0.0115907997451011	
0.820132398605348	0.0114835614896599	
0.827813386917114	0.0113658613152089	
0.835474491119384	0.0112353390640797	
0.84313244819641	0.0110943548939409	
0.850796699523926	0.0109398883394183	
0.85846037864685	0.0107740086130083	
0.866127490997314	0.0105951207316697	
0.873796463012694	0.010401927735585	
0.881468725204466	0.0101891106552661	
0.88913526535034	0.0099569291434467	
0.896803665161132	0.00970175215967306	
0.904468059539794	0.00942117409773478	
0.91213002204895	0.00911382628597626	
0.919809007644654	0.00877445168786058	
0.927472543716432	0.00840229453511844	
0.93513436317444	0.0079917877539278	
0.942795753479006	0.0075386517307938	
0.950459861755374	0.00703913621597298	
0.958125543594362	0.00648933580138096	
0.965790224075318	0.0058848374149979	
0.973456192016602	0.00522143296890268	
0.981123018264772	0.00449453523375402	
0.98878655433654	0.00370221064418862	
0.996448230743404	0.002840265454653	
1.00410890579223	0.0019033828959086	
1.01176872253417	0.000889469727336701	
1.01942453384398	-0.000206490422204799	
1.0270833492279	-0.00138854594209856	
1.0347533226013	-0.00257208197384764	
1.0423800945282	-0.00392531020573964	
