Run Id		
Device	W1715-2D100	
Curve	Illuminated IV1	
Size [cm2]	1	
Temperature [C]	24.52	
Material	None	
Date	6/27/2013	
Time	3:26 PM	
Temperature Corrected	no	
Irradiance [W/m2]	969.63769091813	
Irradiance Corrected	yes	
V [V] 	I [A]	
0.43673071861267	0.00328334907166439	
0.444395112991332	0.00328279595918731	
0.452057933807372	0.00328245267368629	
0.459721755981444	0.00328161583378687	
0.467385721206664	0.00328080521061791	
0.475071573257446	0.00328050718739403	
0.48273754119873	0.00328023538090063	
0.490406370162964	0.00327963933445289	
0.498075342178346	0.00327922210193947	
0.50574188232422	0.00327865469366089	
0.513405990600588	0.00327822554021851	
0.52107152938843	0.00327805385090189	
0.528738355636598	0.00327842577457205	
0.5364004611969	0.00327875481083767	
0.544065713882446	0.00327913865543681	
0.551731252670288	0.00327867373920757	
0.559398078918458	0.00327834474950809	
0.567066335678102	0.00327754367239555	
0.574738168716432	0.00327700005940872	
0.582409286499026	0.00327667102314311	
0.590078115463258	0.00327723605654913	
0.597747087478638	0.00327723843142169	
0.605433082580566	0.00327725272722321	
0.613098335266112	0.00327670198961871	
0.620762586593626	0.00327574831530231	
0.628427839279174	0.00327408176012117	
0.636093235015868	0.00327302317231673	
0.643754196166992	0.00327196458451229	
0.651416301727296	0.00327067474931259	
0.659079551696778	0.00326897005647201	
0.666749382019044	0.00326742271058041	
0.674417352676394	0.00326468089692075	
0.682089185714724	0.00326182942002791	
0.689760446548464	0.00325866082779841	
0.697449159622194	0.00325545409790949	
0.705112838745118	0.00325139385744706	
0.712777519226074	0.00324761971927957	
0.720444059371948	0.00324322802111285	
0.728110456466674	0.00323838095277327	
0.735775423049926	0.00323244433015365	
0.743441820144652	0.00322581149734337	
0.751109504699706	0.00321774340331335	
0.7587749004364	0.00320819716065903	
0.766443872451782	0.00319750888369759	
0.774113845825196	0.00318520173527081	
0.781783676147462	0.00317120181493241	
0.78945107460022	0.00315575466587919	
0.797116327285766	0.00313834768816607	
0.804780435562132	0.00311880928560869	
0.812444400787352	0.00309625726289825	
0.82010507583618	0.00307004076525347	
0.827786064147948	0.00303977827638165	
0.835449886322022	0.00300490005969779	
0.843110704421998	0.00296500071048515	
0.850772523880006	0.00291996581576543	
0.858435487747194	0.0028693042425789	
0.86610474586487	0.00281190496966021	
0.873772287368776	0.00274725060075298	
0.881441259384158	0.00267349101699667	
0.889107656478884	0.00258948185577767	
0.896776628494264	0.00249384261764365	
0.904436588287354	0.00238451577819663	
0.912099123001098	0.00226018526222337	
0.919781684875486	0.00211884595550375	
0.927448081970212	0.00195898629821615	
0.93511161804199	0.00177791453528927	
0.942777442932128	0.00157310582794027	
0.950441980361938	0.00134201383547635	
0.958112239837646	0.00108088827905024	
0.965779209136962	0.000787988661561508	
0.97344946861267	0.000459390641428875	
0.98111958503723	9.11102353188854E-05	
0.988787269592278	-0.000319665896001859	
0.99644851684569	-0.000776514048682185	
1.00411133766174	-0.0012834682515472	
1.01177115440368	-0.00184328698456508	
1.019429397583	-0.00246050742358189	
1.02708978652954	-0.00313974763635765	
1.0347669124603	-0.00381473463863351	
1.04239153862	-0.00462513103053191	
